Name,Type,Address,Town,State,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AdultChange,ChangingPlaces,BabyChange,BabyCareRoom,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
Lloyd Street,Other,Lloyd Street,Dimboola,VIC,,-36.45456726,142.0264675,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lloyd Street,Bus station,Lloyd Street,Dimboola,VIC,,-36.45412096,142.0263738,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
Charles Street,Other,Charles Street,Jeparit,VIC,,-36.14249388,141.9882419,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Roy Street,Other,Roy Street,Jeparit,VIC,,-36.1430491,141.9873694,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Western Highway,Bus station,Western Highway,Nhill,VIC,,-36.33426504,141.6489602,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Drinking water available in the park nearby.,FALSE
Western Highway,Park or reserve,Western Highway,Nhill,VIC,,-36.33739237,141.6464373,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Federal Street,Other,2 Federal Street,Rainbow,VIC,,-35.89780532,141.9945138,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
North Park - Centre,Park or reserve,Lamont Street,Stawell,VIC,,-37.05133265,142.7758598,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Scallan Street Car Park,Car park,Scallan Street,Stawell,VIC,,-37.05464467,142.7812683,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mall Entry,Other,Baylis Street,Stawell,VIC,,-37.05652858,142.7810249,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Cato Park,Park or reserve,Florence Street,Stawell,VIC,,-37.05908112,142.7778681,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Stawell Library,Community building,Sloane Street,Stawell,VIC,,-37.05553896,142.7833097,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Tue-Fri 10am-5:30pm, Sat 10am-12pm, Sun 2pm-5pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Central Park,Park or reserve,Victoria Street,Stawell,VIC,,-37.05853807,142.7756712,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Halls Gap,Other,109 Grampians Road,Halls Gap,VIC,,-37.13991229,142.5178644,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Great Western,Park or reserve,Western Highway,Great Western,VIC,,-37.15341414,142.8559783,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Sharps disposal in ladies only. Two female only toilets (one ambulant) and three unisex toilets (one ambulant and one accessible).,FALSE
Caramut,Other,Brown Street,Caramut,VIC,,-37.9577,142.51896,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hawkesdale,Sporting facility,2621 Penshurst-Warrnambool Road,Hawkesdale,VIC,,-38.10469281,142.3216504,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,At Swimming Pool,TRUE
Macarthur,Other,Market Street,Macarthur,VIC,,-38.03330337,142.0009103,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Market Square Mortlake,Park or reserve,Hamilton Highway,Mortlake,VIC,,-38.08084541,142.8082657,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,BBQ & playground in reserve,FALSE
Mortlake Tea Tree Lake,Park or reserve,4 Park Street,Mortlake,VIC,,-38.08245107,142.8087302,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,BBQ facilities available.,FALSE
Nullawarre,Park or reserve,Henrys Sawmill Road,Nullawarre,VIC,,-38.46761397,142.7457699,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,BBQ facilities available.,FALSE
Peterborough,Park or reserve,Peterborough Foreshore Playground,Peterborough,VIC,,-38.60781045,142.8794558,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Wetsuit/bathers showers located at the rear of the toilet block. Showers also located inside toilet block,TRUE
Ocean Drive Port Fairy,Other,Ocean Drive,Port Fairy,VIC,,-38.391283,142.230628,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
King George Square - Bait Shed,Other,31 Gipps Street,Port Fairy,VIC,,-38.3876489,142.2408023,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Located in 'Bait Shed' near restaurant.,FALSE
Port Fairy East Beach,Beach,Beach Street,Port Fairy,VIC,,-38.37899673,142.2443015,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Sackville Street,Other,Sackville Street,Port Fairy,VIC,,-38.38308914,142.2371538,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Rogers Place,Park or reserve,1 Rogers Place,Port Fairy,VIC,,-38.3860586,142.2426267,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Martins Point Port Fairy,Park or reserve,Gipps Street,Port Fairy,VIC,,-38.390564,142.242916,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Playground and BBQ facilities nearby,FALSE
Woorndoo,Sporting facility,2248 Mortlake-Ararat Road,Woorndoo,VIC,,-37.88552477,142.7974269,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Hopkins Falls,Park or reserve,Hopkins Falls Road,Wangoom,VIC,,-38.33245299,142.6179075,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Yambuk  Riverside Park,Park or reserve,Princes Highway,Yambuk,VIC,,-38.3145612,142.0640778,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Sunnyside Park,Park or reserve,Olga Avenue,Horsham,VIC,,-36.71056568,142.2130931,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Dudley W Cornell Park,Park or reserve,Gertrude Street,Horsham,VIC,,-36.70280682,142.2030216,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
May Park,Park or reserve,Baillie Street,Horsham,VIC,,-36.71163573,142.1965016,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Bennett Road,Park or reserve,Bennett Road,Horsham,VIC,,-36.71764439,142.1876165,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Weir Park,Park or reserve,130 Barnes Boulevard,Horsham,VIC,,-36.72952047,142.1761724,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Disabled accessible toilet added in 2011,FALSE
Rowing Club,Sporting facility,1 Barnes Boulevard,Horsham,VIC,,-36.72465599,142.1952626,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Horsham Sawyer Park,Park or reserve,Hocking Street,Horsham,VIC,,-36.72277882,142.200471,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Urban City Oval,Sporting facility,Baker Street,Horsham,VIC,,-36.72081239,142.2004346,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Roberts Avenue,Shopping centre,Roberts Avenue,Horsham,VIC,,-36.71414836,142.1999975,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Horsham Town Hall,Car park,Pynsent Street,Horsham,VIC,,-36.71582349,142.1983224,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 10am-5pm, Sat 11am-4pm, Sun 1pm-4pm",,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Woolworths Car Park,Car park,50A-50B Darlot Street,Horsham,VIC,,-36.71632701,142.1968601,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Botanical Gardens,Park or reserve,Baker Street,Horsham,VIC,,-36.72219622,142.1963926,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Green Lake,Park or reserve,Western Highway,Bungalally,VIC,,-36.78727205,142.2988824,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Haven,Park or reserve,4378 Henty Highway,Haven,VIC,,-36.75686009,142.1945484,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"New facilities replaced old ones, and opened in 2013.",FALSE
Natimuk,Other,Wimmera Highway,Natimuk,VIC,,-36.7421966,141.9388681,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Jung North Road,Park or reserve,Jung North Road,Jung,VIC,,-36.60715237,142.3605381,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Disabled compliant toilet open 24 hours a day.  The separate male and female toilets are only open when the Hall is in use.,FALSE
Ford Street,Other,Ford Street,Beechworth,VIC,,-36.35866492,146.6876321,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Apex Park,Park or reserve,137 Murray Street,Rutherglen,VIC,,-36.05428407,146.4570585,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lake Sambell,Park or reserve,McConville Avenue,Beechworth,VIC,,-36.36029193,146.6935829,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Queen Victoria Park,Park or reserve, High Street,Beechworth,VIC,,-36.3563321,146.6922171,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Diffey Road,Park or reserve,Diffey Road,Beechworth,VIC,,-36.37004736,146.6764915,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
High Street,Park or reserve,High Street,Yackandandah,VIC,,-36.312864,146.8385804,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Martin Park,Park or reserve,Main Street,Chiltern,VIC,,-36.15168093,146.6096751,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Kiewa East Road,Park or reserve,Kiewa East Road,Tangambalanga,VIC,,-36.25154063,147.028926,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Isaacs Avenue,Park or reserve,Isaacs Avenue,Yackandandah,VIC,,-36.31007725,146.8451385,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Barnawartha Indigo Creek Park,Park or reserve,56 High Street,Barnawartha,VIC,,-36.10437967,146.6749604,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE
Fig Tree Park,Park or reserve,Murray Street,Rutherglen,VIC,,-36.05530137,146.4601125,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Douglas Street,Park or reserve,Douglas Street,Rutherglen,VIC,,-36.05456747,146.4623273,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Murray Valley Highway,Park or reserve,Murray Valley Highway,Huon,VIC,,-36.22058875,147.0681357,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Kiewa Memorial Park,Park or reserve,Kiewa East Road,Kiewa,VIC,,-36.2555528,147.0159836,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Stanely Road,Other,Stanley Road,Stanley,VIC,,-36.40548483,146.7553102,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Behind Stanely Memorial Hall,FALSE
Gap Flat Road,Other,Gap Flat Road,Allans Flat,VIC,,-36.27456722,146.9083106,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Foord Street,Other,33 Foord Street,Wahgunyah,VIC,,-36.01073064,146.3934947,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Ford Street,Other,26 Ford Street,Beechworth,VIC,,-36.36140021,146.6849428,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lal Lal Falls Reserve,Park or reserve,Lal Lal Falls Road,Lal Lal,VIC,,-37.656552,144.0362075,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Gordon Pioneer Reserve,Park or reserve,Old Western Highway,Gordon,VIC,,-37.5784933,144.0998231,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Ballan,Park or reserve,24 Fisken Street,Ballan,VIC,,-37.60066949,144.225832,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mill Park Reserve,Park or reserve,Mill Park Street,Ballan,VIC,,-37.59727493,144.2296795,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Blackwood ,Other,Byers Road,Blackwood,VIC,,-37.47096132,144.3077361,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Riverside Park,Park or reserve,Gisborne Road,Bacchus Marsh,VIC,,-37.65581978,144.4496774,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Maddingley Park,Park or reserve,Station Street,Bacchus Marsh,VIC,,-37.68638029,144.4367976,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 8am-6pm, Oct-Mar 8am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Peppertree Park,Park or reserve,Werribee Vale Road,Bacchus Marsh,VIC,,-37.68146316,144.4294591,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Bacchus Marsh,Car park,Gell Street,Bacchus Marsh,VIC,,-37.67515203,144.4373499,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-7:30pm, Oct-Mar 7am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mossvale Park,Park or reserve,Mossvale Park Road,Berrys Creek,VIC,,-38.40337327,146.0538499,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Dumbalk Hall,Park or reserve,Farmers Road,Dumbalk,VIC,,-38.53333909,146.0939346,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Fish Creek,Park or reserve,Falls Road,Fish Creek,VIC,,-38.69351218,146.0822608,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Showground,Sporting facility,Sanders Street,Korumburra,VIC,,-38.42810525,145.81713,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Coleman Park,Park or reserve,Queen Street,Korumburra,VIC,,-38.4331584,145.8199633,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
McIndoe Park,Park or reserve,Bent Street,Leongatha,VIC,,-38.47313969,145.950841,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Memorial Hall,Other,Michael Place,Leongatha,VIC,,-38.47590257,145.9455667,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 7:30am-8pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Recreation Reserve,Park or reserve,Strzelecki Highway,Leongatha,VIC,,-38.46846691,145.9499309,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Main Street Park,Park or reserve,Victoria Road,Loch,VIC,,-38.36855725,145.705676,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Meeniyan Hall,Other,South Gippsland Highway,Meeniyan,VIC,,-38.57815851,146.0140934,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Baromi Park,Park or reserve,Ridgeway Street,Mirboo North,VIC,,-38.40029114,146.1553921,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bass Valley Camping Ground,Park or reserve,Bena-Poowong Road,Poowong,VIC,,-38.36113695,145.7651305,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,Open 1 October through to 30 April,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Recreation Reserve,Park or reserve,Drouin-Poowong Road,Poowong,VIC,,-38.34182703,145.7644243,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Foreshore,Park or reserve,Lewis Street,Port Welshpool,VIC,,-38.70030006,146.4645507,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Beach Parade,Other,Beach Parade,Sandy Point,VIC,,-38.8303706,146.1245706,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Boat Ramp,Car park,Evergreen Road,Tarwin Lower,VIC,,-38.69486427,145.8641026,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
River Drive,Other,Evergreen Road,Tarwin Lower,VIC,,-38.70099209,145.8691893,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
RV Fisher Park,Park or reserve,Tarwin Meadows Road,Tarwin Lower,VIC,,-38.70299977,145.8681772,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Sagassar Park,Park or reserve,Victoria Street,Toora,VIC,,-38.66642201,146.3232949,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Cape Liptrap Coastal Park - Venus Bay Beach 1,Park or reserve,Surf Drive,Venus Bay,VIC,,-38.7054,145.8116,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
