Name,Type,Address,Town,State,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AdultChange,ChangingPlaces,BabyChange,BabyCareRoom,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
Lalor Reserve,Park or reserve,Sydney Crescent,Lalor,VIC,,-37.66629037,145.0226411,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are open only for sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Partridge Street Reserve,Sporting facility,Partridge Street,Lalor,VIC,,-37.66319435,145.0234261,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
WA Smith Reserve,Sporting facility,Darebin Drive,Lalor,VIC,,-37.66863224,145.036037,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Sycamore Reserve,Park or reserve,Hawkes Drive,Mill Park,VIC,,-37.66785218,145.0406379,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Findon Reserve,Park or reserve,Crampton Crescent,Mill Park,VIC,,-37.66413109,145.0466757,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE
Thomastown East Reserve,Park or reserve,Leslie Street,Thomastown,VIC,,-37.68206528,145.0390612,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE
Norris Bank Reserve,Park or reserve,Mcleans Road,Bundoora,VIC,,-37.69503427,145.0461823,FALSE,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Changing Places facility accessible from car park opposite Fifer Rise.,TRUE
Nick Ascenzo Reserve,Park or reserve,Alexander Avenue,Thomastown,VIC,,-37.68072641,145.0263743,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Kelynack Reserve,Sporting facility,Azalea Avenue,Mill Park,VIC,,-37.67138379,145.0772224,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Redleap Reserve,Park or reserve,Redleap Avenue,Mill Park,VIC,,-37.66635393,145.0622856,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Toilets are open only when sporting events are being held,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE
Mill Park Softball Reserve,Sporting facility,Morang Drive,Mill Park,VIC,,-37.65697994,145.0567365,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Whittlesea Showgrounds,Park or reserve,30 Whittlesea-Yea Road,Whittlesea,VIC,,-37.51048971,145.1256354,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
AF Walker Recreation Reserve,Sporting facility,74 Laurel Street,Whittlesea,VIC,,-37.51479939,145.1222549,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Two unisex accessible toilets,FALSE
Whittlesea Courthouse,Park or reserve,Beech Street,Whittlesea,VIC,,-37.51076047,145.1188248,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Exeloo facility,FALSE
TH Hurrey Reserve Yan Yean,Park or reserve,Plenty Road,Yan Yean,VIC,,-37.55970881,145.108739,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Exeloo facility.,FALSE
Mernda Reserve,Park or reserve,Schotters Road,Mernda,VIC,,-37.59609307,145.1032307,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Tuttle Reserve,Park or reserve,Epping Road,Wollert,VIC,,-37.59114484,145.0321867,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Epping Reserve Football Ground,Sporting facility,Park Street,Epping,VIC,,-37.63987121,145.0239656,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Epping Reserve,Sporting facility,884 High St,Epping,VIC,,-37.63936954,145.0259039,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
VR Michael Reserve,Other,V.R. Michael Reserve,Lalor,VIC,,-37.66114247,145.0167002,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Huskinsson Avenue Reserve,Sporting facility,Huskisson Avenue,Lalor,VIC,,-37.66292751,145.0086733,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Whittlesea Public Gardens,Park or reserve,Barry Road,Lalor,VIC,,-37.66870981,144.9851187,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Thomastown Recreation Aquatic Centre (TRAC),Sporting facility,Main Street,Thomastown,VIC,,-37.67860363,145.0057146,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Sat-Sun 8am-8pm, Mon-Fri 6am-9:30pm",,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE
RGC Cook Recreation Reserve,Park or reserve,Robinvale Avenue,Thomastown,VIC,,-37.67301578,144.9897417,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting and community events,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
Hotham Street,Car park,32-34 Hotham Street,Traralgon,VIC,,-38.19733765,146.5386881,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Bert Thompson Reserve,Park or reserve,48 Argyle Street,Traralgon,VIC,,-38.1938159,146.5432608,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Newman Park,Park or reserve,Peterkin Street,Traralgon,VIC,,-38.1961164,146.5444228,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Church Street (behind nightclub),Shopping centre,23 Kay Street,Traralgon,VIC,,-38.19509181,146.5362602,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
"Rotary Gardens, Princes Drive",Park or reserve,Princes Drive,Morwell,VIC,,-38.23579465,146.3941194,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Morwell Town Common,Park or reserve,Elgin Street,Morwell,VIC,,-38.2398583,146.3984277,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Parking available in Chapel Street and White Street.,FALSE
Apex Park,Park or reserve,Waterloo Road,Moe,VIC,,-38.17816421,146.2537435,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Albert Street (East Side of Town Hall),Shopping centre,69 Albert Street,Moe,VIC,,-38.1751989,146.2621101,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Recently refurbished by Latrobe City Council,FALSE
Moe Botanic Gardens,Park or reserve,Botanic Drive,Newborough,VIC,,-38.17859943,146.2712029,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Balfour Street Park,Park or reserve,18 Balfour Street,Newborough,VIC,,-38.18672624,146.291992,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Toilet block built in 2009,FALSE
Lloyd Street  (Old Gippstown),Park or reserve,Off Princes Freeway,Moe,VIC,,-38.18448334,146.2377237,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Yallourn North,Park or reserve,Reserve Street,Yallourn North,VIC,,-38.16270662,146.3617365,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Fully refurbished in 2009,FALSE
Martin Walker Reserve,Park or reserve,145 Upper Middle Creek Road,Yinnar South,VIC,,-38.3764282,146.3613838,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Boolarra Railway Reserve,Park or reserve,Tarwin Street,Boolarra,VIC,,-38.37873841,146.2735949,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
"Jaycees Park, Tyers",Park or reserve,70 Main Road,Tyers,VIC,,-38.1491422,146.4798035,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Merrimu Reservoir,Other,Diggers Rest-Coimadai Road,Toolern Vale,VIC,,-37.62823438,144.4858372,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 8am-4:30pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Melton Reservoir,Other,Exford Road,Exford,VIC,,-37.74478941,144.5696424,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 9am-4:30pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Pykes Creek Reservoir 2,Other,Pykes Creek Road,Myrniong,VIC,,-37.60763523,144.3025223,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Pykes Creek Reservoir 1,Park or reserve,Pykes Creek Road,Myrniong,VIC,,-37.6021602,144.3043472,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Pykes Creek Reservoir 3,Other,Pykes Creek Road,Myrniong,VIC,,-37.59716548,144.3017538,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Main Street Gardens,Park or reserve,Princes Highway,Bairnsdale,VIC,,-37.82613341,147.6307877,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 7am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Howitt Park Reserve North Side,Park or reserve,Princes Highway,Lucknow,VIC,,-37.82352527,147.6430124,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Bairnsdale Courthouse,Other,33 Nicholson Street,Bairnsdale,VIC,"Located on the western side, next to the Post Office.",-37.82424285,147.6319869,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Main Street Information Centre,Other,240 Princes Highway,Bairnsdale,VIC,,-37.82591763,147.6274201,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Sunset Drive Paynesville,Park or reserve,Sunset Drive,Paynesville,VIC,,-37.91933644,147.7108704,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Progress Jetty,Jetty,Esplanade,Paynesville,VIC,,-37.91929908,147.7196954,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Portable dump point onsite.,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Hot showers.,TRUE
Fisherman's Wharf Jetty - next to Pier 70,Jetty,The Esplanade,Paynesville,VIC,,-37.9191985,147.7251785,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Ferry Reserve - Raymond Island,Park or reserve,Seventh Parade,Raymond Island,VIC,,-37.92008305,147.7273183,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Slip Road,Park or reserve,Corner of Slip Road & King Road,Paynesville,VIC,,-37.91642409,147.7273637,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Fort King Rd Foreshore,Other,Marina Drive,Paynesville,VIC,,-37.90497979,147.7316247,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Silt Jetties Boat Ramp,Park or reserve,Rivermouth Road,Eagle Point,VIC,,-37.88222604,147.6858139,FALSE,FALSE,Room to park adjacent to building; further parking at nearby boat ramp.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Nicholson River Frontage Reserve,Park or reserve,Nicholson River Road (off Princes Highway),Nicholson,VIC,,-37.81705883,147.7398431,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Jemmy's Point Lookout Reserve,Park or reserve,Princes Highway,Kalimna,VIC,,-37.88031188,147.9652446,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
North Arm - Boat Ramp 1,Car park,Marine Parade,Lakes Entrance,VIC,,-37.88087723,147.9751416,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Marine Parade Old Boat Ramp,Park or reserve,Marine Parade,Lakes Entrance,VIC,,-37.87848948,147.98374,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
North Arm - Boat Ramp 2,Car park,Marine Parade,Lakes Entrance,VIC,,-37.87861378,147.9832392,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Post Office Jetty,Jetty,Princes Highway,Lakes Entrance,VIC,,-37.88164308,147.9826119,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Kalimna Jetty Reserve,Park or reserve,Hotel Road,Kalimna,VIC,,-37.87798998,147.9546114,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Esplanade Footbridge - Lakes Entrance,Car park,Esplanade,Lakes Entrance,VIC,,-37.87943291,147.9938518,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Eastern Beach Foreshore,Park or reserve,Eastern Beach Road,Lakes Entrance,VIC,,-37.87561207,148.0157509,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Swan Reach Hall,Other,Princes Highway,Swan Reach,VIC,,-37.8226775,147.8577244,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Shaving Point,Other,Metung Road,Metung,VIC,,-37.89692706,147.8568019,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Metung Marina,Other,Metung Road,Metung,VIC,,-37.8881237,147.8564475,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Free hot showers,TRUE
Metung Old Hot Pools Reserve,Sporting facility,Metung Road,Metung,VIC,,-37.87828748,147.85766,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Nungurner Jetty Foreshore,Park or reserve,Nungurner Jetty Road,Nungurner,VIC,,-37.88180611,147.8911929,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lake Tyers Beach Road,Park or reserve,Lake Tyers Beach Rd,Lake Tyers Beach,VIC,,-37.85761219,148.0855844,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lake Tyers Recreation Reserve,Park or reserve,Corner of Lake Tyers & Mill Point Roads,Lake Tyers Beach,VIC,,-37.85336932,148.0516517,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Fishermans Landing,Park or reserve,Mill Point Road,Toorloo Arm,VIC,,-37.843915,148.069479,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Newmerella Recreation Reserve,Park or reserve,5234 Princes Highway,Newmerella,VIC,,-37.74212198,148.4218295,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Marlo Jetty Foreshore,Park or reserve,Argyle Parade,Marlo,VIC,,-37.79675705,148.5292065,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Marlo Triangle Park,Park or reserve,Marlo Road,Marlo,VIC,,-37.7956225,148.5326467,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Baum Park Reserve,Park or reserve,Princes Highway,Cann River,VIC,,-37.56553066,149.1526429,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mallacoota Lakeside Foreshore,Park or reserve,Lakeside Drive (Karbeethong Road),Mallacoota,VIC,,-37.53749995,149.7446214,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bastion Point Foreshore Reserve,Park or reserve,Bastion Point Road,Mallacoota,VIC,,-37.57150242,149.7636605,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Mud Brick Building - Mallacoota,Other,5 Greer Street,Mallacoota,VIC,,-37.5582706,149.7584572,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Betka Beach,Beach,Betka Road,Mallacoota,VIC,,-37.60316969,149.7246875,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Creek Street,Other,20 Creek Street,Omeo,VIC,,-37.0991319,147.5900711,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Benambra Hall,Other,74 Foster Street,Benambra,VIC,,-36.95482736,147.7026488,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Swifts Creek,Other,Great Alpine Road,Swifts Creek,VIC,,-37.2643203,147.7220089,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bendoc,Other,30 Dowling Street,Bendoc,VIC,,-37.14702822,148.8858747,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bonang,Park or reserve,213A Bonang Road,Bonang,VIC,,-37.20325159,148.7303406,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Genoa Caravan Park,Caravan park,Princes Highway,Genoa,VIC,,-37.47233018,149.5916023,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
O'Shanassy Street,Shopping centre,63-65 Oshanassy Street,Sunbury,VIC,,-37.58136338,144.7303126,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Located in the laneway next to the Green Grocer.,FALSE
Rotary Park,Park or reserve,Ligar Street,Sunbury,VIC,,-37.57473148,144.7256432,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Automatic Exeloo toilet. Other facilities include playground, picnic tables and BBQ's.",FALSE
Boardman Reserve 2,Sporting facility,102 Wilsons Lane,Sunbury,VIC,,-37.58157125,144.6935397,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Open during sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Entrance is from the car park on Wilsons Lane.
Semi automatic exeloo",FALSE
Langama Park,Park or reserve,Mitchells Ln,Sunbury,VIC,,-37.58614199,144.7087095,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,New semi automated Exeloo constructed,FALSE
Sunbury Park,Park or reserve,Shields Street,Sunbury,VIC,,-37.5871228,144.7317004,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Located in the park opposite the pony club. New semi automated Exeloo constructed.
Open daylight hours",FALSE
