Address,Town,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AccessNote,AdultChange,ChangingPlaces,AdultChangeNote,BabyChange,BabyCareRoom,BabyChangeNote,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
Serpentine Avenue,Wodonga,,-36.12320071,146.8578528,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Parkland Drive,Wodonga,,-36.12364388,146.8744979,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Gordon St,Wodonga,,-36.13513035,146.881793,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Off Central Place,Wodonga,,-36.13602869,146.8766437,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Murray Valley Highway,Bonegilla,,-36.1525032,147.0264236,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Jacksons Point,Bonegilla,,-36.12029434,147.0170699,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Hume Wier,Bonegilla,,-36.1345885,147.0154106,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Murray Valley Highway,Ebden,,-36.17071966,147.0347589,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Main Road E,St Albans,,-37.74543547,144.8022775,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
McCrae Blvd,Kealba,,-37.72715271,144.8193425,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Exeloo facility,FALSE
City Place,Sunshine,,-37.78745238,144.8324646,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Old Calder Highway,Keilor,,-37.7205187,144.8368552,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
High Street,Malvern,,-37.85648155,145.0305088,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Burke Road,Malvern East,,-37.86601353,145.0496936,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
High Street,Prahran,,-37.85265966,145.0002608,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE
Ascot Street,Malvern,,-37.85577666,145.0351767,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Repton Road,Malvern East,,-37.87889842,145.0540458,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Brunel Street,Malvern East,,-37.86915066,145.0540776,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Essex Street,Prahran,,-37.8486232,144.9956669,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Toorak Road,South Yarra,,-37.83928728,144.9988722,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Caroline Street - North,South Yarra,,-37.83898361,144.9874334,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Alexandra Avenue,South Yarra,,-37.83431656,144.9927732,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Alpha Place,Windsor,,-37.85491342,144.9896056,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Sydney Street,Prahran,,-37.85129335,145.0109218,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Orrong Road,Armadale,,-37.85229884,145.0123697,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Victoria Road,Malvern,,-37.87092054,145.0377083,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Quentin Road,Malvern East,,-37.88257302,145.080797,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
High Street,Glen Iris,,-37.86075082,145.06033,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Tooronga Road,Glen Iris,,-37.85175363,145.0494292,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Glenferry Road,Kooyong,,-37.83918678,145.0356163,TRUE,FALSE,,,TRUE,TRUE,Changing places located next to the baseball and Athletics Centre pavilion. Parking is available at the play space.,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
301 Glenferrie Road,Malvern,,-37.85642804,145.0291168,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Upton Road,Windsor,,-37.85346551,144.9872728,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Jessamine Avenue,Prahran,,-37.85624053,145.0033606,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Fairbairn Road,Toorak,,-37.8455821,145.0091521,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Alexandra Avenue,South Yarra,,-37.83568798,145.0029581,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Llaneast Street,Malvern,,-37.86110691,145.0275326,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Greville Street,Prahran,,-37.8495404,144.992697,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Burke Street,Bright,,-36.72901214,146.960438,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE
Mountbatten Avenue,Bright,,-36.72554936,146.9643483,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Great Alpine Road,Porepunkah,,-36.69898153,146.9099158,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Facilities at this park includes a playground, barbeque shelter and swimming in river and toddlers pool ",FALSE
Great Alpine Road,Harrietville,,-36.89502102,147.0621362,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Great Alpine Road,Harrietville,,-36.89060302,147.064554,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Great Alpine Road,Myrtleford,,-36.56216502,146.7255853,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
O'Donnell Avenue,Myrtleford,,-36.55580669,146.7280628,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Play equipment and skate ramps also provided at this site,FALSE
Myrtle Street,Myrtleford,,-36.5543143,146.712033,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Play equipment, BBQ facilities, swing bridge and old tobacco kiln also provided at this site",FALSE
Apex Lane,Myrtleford,,-36.56801596,146.7148094,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lewis Avenue,Myrtleford,,-36.56744869,146.7238541,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Football oval and tennis courts available for public use,FALSE
Reserve Drive,Mount Beauty,,-36.73913469,147.173197,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
24A Kiewa Crescent,Mount Beauty,,-36.74312188,147.1703943,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
21 Bogong Avenue,Mount Beauty,,-36.74305707,147.1745438,TRUE,FALSE,Access off Bogong High Plains Road.,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Mount Beauty Airstrip,Mount Beauty,,-36.73331374,147.1703313,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
43 Kiewa Valley Highway,Tawonga,,-36.68791149,147.1406589,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,BBQ facilities and play equipment also provided at this facility,FALSE
147 Leila Road,Carnegie,,-37.90226422,145.0602764,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,There are three automatic toilets at this park,FALSE
Munro Avenue,Carnegie,,-37.89378073,145.049237,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
277 Bambra Road,Caulfield South,,-37.89432365,145.0260566,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Within multipurpose pavilion,FALSE
2 Maple Street,Caulfield South,,-37.89357644,145.0230019,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Automatic Toilet,FALSE
84 Lyons Street,Carnegie,,-37.89544505,145.0551368,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Automatic Exeloo Toilet,FALSE
Duncan Mackinnon Reserve,Murrumbeena,,-37.90457152,145.0631896,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Two toilets,FALSE
Patterson Road,Bentleigh,,-37.92444023,145.0305039,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Brady Road,Bentleigh East,,-37.92551609,145.0677897,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2 x Automatic Exeloo Toilet Double Exeloo,FALSE
East Boundary Road,Bentleigh East,,-37.9169608,145.0612157,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mackie Road,Bentleigh East,,-37.91757835,145.0753651,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Mortimore Street,Bentleigh,,-37.92788159,145.0390632,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2 x Automatic Toilets,FALSE
East Boundary Road,Bentleigh East,,-37.92879759,145.0597173,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Pavilion toilets & Automatic toilets,FALSE
Tucker Road,McKinnon,,-37.91464294,145.0501556,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Arthur Street,Bentleigh,,-37.92243379,145.0432378,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2 x Exeloos located on Higgins Road near the playground,FALSE
Dudley Street,Caulfield East,,-37.88003861,145.0470076,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Automatic Exeloo Toilet,FALSE
Victoria Street Side,Elsternwick,,-37.8869141,145.0102609,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Wattle Grove,McKinnon,,-37.9084998,145.0352628,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Automatic toilet,FALSE
35 Wheatley Road,McKinnon,,-37.91423631,145.0321663,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2 Exeloos on site,FALSE
Tyrone Street,Ormond,,-37.90728823,145.046038,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Automatic Exeloo Toilet,FALSE
Marlborough Street,Bentleigh East,,-37.9113456,145.0676396,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Exeloo ,FALSE
Glendinning Street,Balmoral,,-37.24884494,141.8418725,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
349 North Boundary Road,Hamilton,,-37.72553252,142.0288841,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
8 Byaduk-Penshurst Road,Byaduk,,-37.95199838,141.9560626,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
33 Barker Street,Cavendish,,-37.52813373,142.039649,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Features nearby include a park, garden, BBQ facilities, playground  and local shops",FALSE
Glenelg Highway,Coleraine,,-37.59850711,141.6917682,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Glenelg Highway,Dunkeld,,-37.64991259,142.3427645,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Features include picnic/BBQ, play ground, view of Grampians and access to local shops.
The public toilets do not allow access into Swimming Pool complex.",FALSE
86 Parker Street,Dunkeld,,-37.64918037,142.3428289,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Close to park, and shops",TRUE
14 Memorial Road,Glenthompson,,-37.63616857,142.5485091,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Features: BBQ, playground",FALSE
52 B160,Glenthompson,,-37.63678845,142.5458908,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
21 Martin Street,Penshurst,,-37.87613366,142.2897538,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE
Hamilton Highway,Penshurst,,-37.8727172,142.2911622,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Features nearby: BBQ, playground, swimming pool, gardens, creek",FALSE
Strathkellar Road,Hamilton,,-37.73301263,142.039729,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Showers are only accessible when certain events are held on the lake.
Features nearby: Lake, Boating, BBQ, 
playground.",TRUE
Hamilton Highway,Tarrington,,-37.7667434,142.0982639,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
129 Gray Street,Hamilton,,-37.74238618,142.0234428,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Toilets located close to shops, within the Hamilton CBD.",FALSE
Points Reserve Arboretum,Hamilton,,-37.74122622,142.0231233,TRUE,FALSE,Angle parking in front and beside,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
15 Ballarat Road,Hamilton,,-37.74157841,142.035478,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
North Boundary Road,Hamilton,,-37.7259565,142.0299875,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Wannon - Nigretta Falls Road,Bochara,,-37.65625948,141.9254571,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Includes viewing platform of falls and BBQ facilities.,FALSE
Glenelg Highway,Wannon,,-37.67515782,141.8419601,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Features: Viewing platform of water falls, BBQ",FALSE
Mt Napier Road,Hamilton,,-37.75453902,142.0321012,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Thompson Street,Hamilton,,-37.74615962,142.0247994,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Godfrey Street,Boort,,-36.11678455,143.7286214,TRUE,TRUE,Parking is available outside toilet.,,FALSE,FALSE,,TRUE,FALSE,,TRUE,TRUE,TRUE,"Located beside the Boort Lakes Caravan Park at the end of the Boat Ramp Access Road - Godfrey Street, Boort",OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"The park has barbeques, playground and picnic facilities, and is close to the Lake. Dogs are welcome on a leash in the park.",TRUE
10 Allen Street,Korong Vale,,-36.35576947,143.7064158,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
7 Keeley Street,Mitiamo,,-36.21102416,144.2330767,TRUE,FALSE,Off street parking is available next to the recreation park. Disability access is limited from the street.,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"The toilets are located within the recreation precinct. Barbeques, playground and picnic facilities available. No cubicle doors on showers - cold water showers, only suitable for use after swimming.",TRUE
Wimmera Highway,Newbridge,,-36.74057775,143.9002297,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Close to public phone facilities, and tourist information.",FALSE
Kelly Street,Pyramid Hill,,-36.05415775,144.1151925,TRUE,TRUE,Disabled parking is available outside the toilets.,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"The toilets are located close to tourist information, barbeque and playground facilities. There is access available to a sheltered picnic area.",FALSE
Peppercorn Way,Serpentine,,-36.41009788,143.9737792,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"The toilets have full disability access. Access to visitor information, barbeque and picnic facilities.",FALSE
Bridgwater Dunolly Road (Commercial Road),Tarnagulla,,-36.77021688,143.8328117,TRUE,FALSE,Caravan parking is at rear of the park.,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Limited disability access,FALSE
Chapel Street,Wedderburn,,-36.41791649,143.6134744,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Travel rest/picnic area. Access to picnic and playground facilities, and caravan parking.",FALSE
